Club,Año,Formation,sum(Min),sum(Sh),sum(G),sum(ShA),sum(GA),Edad,Valor plantilla (mill. €),Amarillas,Rojas,Posesión (%),Acierto Pase (%),Rating,Pais
Espanyol,2021,4-3-3,1078,113,12,168,17,25.4,131.60,93,7,46.7,81.1,6.52,España
Espanyol,2021,4-2-3-1,1058,127,16,133,12,25.4,131.60,93,7,46.7,81.1,6.52,España
Espanyol,2021,4-5-1,158,15,1,25,1,25.4,131.60,93,7,46.7,81.1,6.52,España
Espanyol,2021,3-4-3,99,11,1,10,2,25.4,131.60,93,7,46.7,81.1,6.52,España
Espanyol,2021,3-5-2,68,5,0,8,1,25.4,131.60,93,7,46.7,81.1,6.52,España
Everton,2021,4-5-1,1083,150,12,143,16,25.5,479.05,78,6,39.1,73.3,6.59,Inglaterra
Everton,2021,4-3-3,721,83,11,111,15,25.5,479.05,78,6,39.1,73.3,6.59,Inglaterra
Everton,2021,5-4-1,561,60,7,101,10,25.5,479.05,78,6,39.1,73.3,6.59,Inglaterra
Everton,2021,4-4-2,548,68,5,84,12,25.5,479.05,78,6,39.1,73.3,6.59,Inglaterra
Everton,2021,4-2-3-1,358,41,5,37,4,25.5,479.05,78,6,39.1,73.3,6.59,Inglaterra
Everton,2021,3-4-3,316,38,3,47,7,25.5,479.05,78,6,39.1,73.3,6.59,Inglaterra
Everton,2021,3-5-2,17,0,0,2,2,25.5,479.05,78,6,39.1,73.3,6.59,Inglaterra
FC Cologne,2021,4-3-1-2,1896,289,30,253,31,25.4,99.28,66,1,54.8,77.4,6.65,Alemania
FC Cologne,2021,4-2-3-1,1221,174,22,168,17,25.4,99.28,66,1,54.8,77.4,6.65,Alemania
FC Cologne,2021,4-3-3,32,1,0,6,1,25.4,99.28,66,1,54.8,77.4,6.65,Alemania
FC Cologne,2021,3-5-2,27,1,0,5,0,25.4,99.28,66,1,54.8,77.4,6.65,Alemania
FC Cologne,2021,4-4-2,6,1,0,0,0,25.4,99.28,66,1,54.8,77.4,6.65,Alemania
Fiorentina,2021,4-3-3,3401,498,56,336,47,25.4,325.80,78,8,58.0,85.4,6.57,Italia
Fiorentina,2021,4-4-2,94,10,1,12,2,25.4,325.80,78,8,58.0,85.4,6.57,Italia
Fiorentina,2021,4-3-1-2,33,2,1,4,0,25.4,325.80,78,8,58.0,85.4,6.57,Italia
Fiorentina,2021,4-2-3-1,19,3,1,1,1,25.4,325.80,78,8,58.0,85.4,6.57,Italia
Fiorentina,2021,4-5-1,13,0,0,3,1,25.4,325.80,78,8,58.0,85.4,6.57,Italia
Fiorentina,2021,5-4-1,8,0,0,2,0,25.4,325.80,78,8,58.0,85.4,6.57,Italia
Freiburg,2021,3-4-3,955,121,12,159,13,25.0,176.35,34,0,48.6,76.2,6.68,Alemania
Freiburg,2021,4-4-2,711,98,16,121,12,25.0,176.35,34,0,48.6,76.2,6.68,Alemania
Freiburg,2021,4-2-3-1,665,113,17,96,6,25.0,176.35,34,0,48.6,76.2,6.68,Alemania
Freiburg,2021,4-5-1,622,106,11,73,13,25.0,176.35,34,0,48.6,76.2,6.68,Alemania
Freiburg,2021,3-5-2,94,4,1,14,1,25.0,176.35,34,0,48.6,76.2,6.68,Alemania
Freiburg,2021,5-3-2,47,7,0,6,0,25.0,176.35,34,0,48.6,76.2,6.68,Alemania
Freiburg,2021,4-3-3,46,7,1,5,0,25.0,176.35,34,0,48.6,76.2,6.68,Alemania
Freiburg,2021,5-4-1,43,8,0,8,1,25.0,176.35,34,0,48.6,76.2,6.68,Alemania
Genoa,2021,4-2-3-1,1355,182,10,189,15,26.1,121.28,88,3,43.3,73.7,6.48,Italia
Genoa,2021,3-5-2,1253,98,7,219,27,26.1,121.28,88,3,43.3,73.7,6.48,Italia
Genoa,2021,4-3-3,354,45,2,35,4,26.1,121.28,88,3,43.3,73.7,6.48,Italia
Genoa,2021,4-3-1-2,303,36,2,45,5,26.1,121.28,88,3,43.3,73.7,6.48,Italia
Genoa,2021,4-4-2,233,41,6,39,7,26.1,121.28,88,3,43.3,73.7,6.48,Italia
Genoa,2021,5-3-2,63,5,0,8,1,26.1,121.28,88,3,43.3,73.7,6.48,Italia
Genoa,2021,4-5-1,14,1,0,6,1,26.1,121.28,88,3,43.3,73.7,6.48,Italia
Getafe,2021,5-3-2,1924,211,22,232,20,25.2,208.68,119,8,40.4,72.3,6.54,España
Getafe,2021,3-5-2,805,93,4,86,8,25.2,208.68,119,8,40.4,72.3,6.54,España
Getafe,2021,4-4-2,461,52,4,50,7,25.2,208.68,119,8,40.4,72.3,6.54,España
Getafe,2021,4-5-1,217,25,0,28,3,25.2,208.68,119,8,40.4,72.3,6.54,España
Getafe,2021,4-3-1-2,109,19,2,7,2,25.2,208.68,119,8,40.4,72.3,6.54,España
Getafe,2021,4-3-3,93,9,1,10,1,25.2,208.68,119,8,40.4,72.3,6.54,España
Granada,2021,4-4-2,1679,212,24,260,31,26.5,103.75,103,4,43.9,72.9,6.52,España
Granada,2021,4-3-3,933,108,6,143,13,26.5,103.75,103,4,43.9,72.9,6.52,España
Granada,2021,5-3-2,390,51,6,66,6,26.5,103.75,103,4,43.9,72.9,6.52,España
Granada,2021,4-2-3-1,351,32,7,64,4,26.5,103.75,103,4,43.9,72.9,6.52,España
Granada,2021,4-5-1,186,16,1,26,5,26.5,103.75,103,4,43.9,72.9,6.52,España
Granada,2021,3-4-3,58,6,0,5,1,26.5,103.75,103,4,43.9,72.9,6.52,España
Granada,2021,5-4-1,20,1,0,2,0,26.5,103.75,103,4,43.9,72.9,6.52,España
Granada,2021,3-5-2,16,0,0,1,1,26.5,103.75,103,4,43.9,72.9,6.52,España
Greuther Fuerth,2021,4-3-1-2,1084,110,11,196,23,24.6,36.95,61,0,43.0,74.8,6.38,Alemania
Greuther Fuerth,2021,3-5-2,752,58,5,115,15,24.6,36.95,61,0,43.0,74.8,6.38,Alemania
Greuther Fuerth,2021,4-3-3,743,95,9,114,22,24.6,36.95,61,0,43.0,74.8,6.38,Alemania
Greuther Fuerth,2021,4-4-2,188,20,1,24,4,24.6,36.95,61,0,43.0,74.8,6.38,Alemania
Greuther Fuerth,2021,4-2-3-1,143,12,1,23,7,24.6,36.95,61,0,43.0,74.8,6.38,Alemania
Greuther Fuerth,2021,3-4-3,91,10,0,17,2,24.6,36.95,61,0,43.0,74.8,6.38,Alemania
Greuther Fuerth,2021,4-5-1,90,8,1,13,7,24.6,36.95,61,0,43.0,74.8,6.38,Alemania
Greuther Fuerth,2021,5-3-2,41,2,0,8,1,24.6,36.95,61,0,43.0,74.8,6.38,Alemania
Greuther Fuerth,2021,5-4-1,7,1,0,1,1,24.6,36.95,61,0,43.0,74.8,6.38,Alemania
Hertha Berlin,2021,4-2-3-1,1087,108,11,130,20,24.7,155.73,62,2,43.2,74.7,6.48,Alemania
Hertha Berlin,2021,4-4-2,790,110,10,111,13,24.7,155.73,62,2,43.2,74.7,6.48,Alemania
Hertha Berlin,2021,4-3-3,607,73,7,100,20,24.7,155.73,62,2,43.2,74.7,6.48,Alemania
Hertha Berlin,2021,3-4-3,350,37,5,56,7,24.7,155.73,62,2,43.2,74.7,6.48,Alemania
Hertha Berlin,2021,5-3-2,112,11,1,26,6,24.7,155.73,62,2,43.2,74.7,6.48,Alemania
Hertha Berlin,2021,3-5-2,111,13,1,15,2,24.7,155.73,62,2,43.2,74.7,6.48,Alemania
Hertha Berlin,2021,5-4-1,59,4,1,15,2,24.7,155.73,62,2,43.2,74.7,6.48,Alemania
Hertha Berlin,2021,4-3-1-2,47,14,1,7,1,24.7,155.73,62,2,43.2,74.7,6.48,Alemania
Hoffenheim,2021,3-5-2,1511,216,24,179,25,24.9,211.43,75,0,53.2,80.7,6.59,Alemania
Hoffenheim,2021,3-4-3,596,86,8,88,12,24.9,211.43,75,0,53.2,80.7,6.59,Alemania
Hoffenheim,2021,4-3-3,392,67,14,62,14,24.9,211.43,75,0,53.2,80.7,6.59,Alemania
Hoffenheim,2021,4-2-3-1,389,51,6,53,5,24.9,211.43,75,0,53.2,80.7,6.59,Alemania
Hoffenheim,2021,4-4-2,189,18,5,25,3,24.9,211.43,75,0,53.2,80.7,6.59,Alemania
Hoffenheim,2021,5-4-1,93,9,1,18,1,24.9,211.43,75,0,53.2,80.7,6.59,Alemania
Hoffenheim,2021,5-3-2,19,5,0,0,0,24.9,211.43,75,0,53.2,80.7,6.59,Alemania
Inter,2021,3-5-2,3242,620,76,365,27,27.2,558.55,71,1,56.8,86.3,6.83,Italia
Inter,2021,3-4-3,311,51,8,39,5,27.2,558.55,71,1,56.8,86.3,6.83,Italia
Inter,2021,4-4-2,17,5,0,0,0,27.2,558.55,71,1,56.8,86.3,6.83,Italia
Juventus,2021,4-4-2,1709,234,29,203,16,25.0,642.50,75,2,51.7,84.7,6.72,Italia
Juventus,2021,4-3-3,1000,149,18,149,11,25.0,642.50,75,2,51.7,84.7,6.72,Italia
Juventus,2021,4-2-3-1,435,90,7,38,3,25.0,642.50,75,2,51.7,84.7,6.72,Italia
Juventus,2021,3-5-2,299,32,3,37,5,25.0,642.50,75,2,51.7,84.7,6.72,Italia
Juventus,2021,4-5-1,81,11,0,6,1,25.0,642.50,75,2,51.7,84.7,6.72,Italia
Juventus,2021,4-3-1-2,56,8,0,11,1,25.0,642.50,75,2,51.7,84.7,6.72,Italia
Juventus,2021,5-4-1,6,0,0,1,0,25.0,642.50,75,2,51.7,84.7,6.72,Italia
Lazio,2021,4-3-3,3513,453,76,469,57,27.2,264.48,82,5,55.4,87.0,6.69,Italia
Lazio,2021,4-4-2,35,2,0,3,1,27.2,264.48,82,5,55.4,87.0,6.69,Italia
Lazio,2021,4-5-1,23,2,1,2,0,27.2,264.48,82,5,55.4,87.0,6.69,Italia
Leeds,2021,4-2-3-1,1225,142,15,201,30,23.5,299.45,101,3,51.9,78.0,6.54,Inglaterra
Leeds,2021,4-3-3,1116,179,9,193,25,23.5,299.45,101,3,51.9,78.0,6.54,Inglaterra
Leeds,2021,3-4-3,682,98,11,101,9,23.5,299.45,101,3,51.9,78.0,6.54,Inglaterra
Leeds,2021,4-5-1,305,42,4,41,8,23.5,299.45,101,3,51.9,78.0,6.54,Inglaterra
Leeds,2021,5-4-1,100,7,0,20,5,23.5,299.45,101,3,51.9,78.0,6.54,Inglaterra
Leeds,2021,4-3-1-2,90,12,2,15,2,23.5,299.45,101,3,51.9,78.0,6.54,Inglaterra
Leeds,2021,5-3-2,65,3,1,11,0,23.5,299.45,101,3,51.9,78.0,6.54,Inglaterra
Leeds,2021,4-4-2,14,2,0,0,0,23.5,299.45,101,3,51.9,78.0,6.54,Inglaterra
Leicester,2021,4-2-3-1,1317,167,23,201,18,25.1,526.55,55,1,51.8,81.8,6.69,Inglaterra
Leicester,2021,4-3-3,1004,137,19,128,13,25.1,526.55,55,1,51.8,81.8,6.69,Inglaterra
Leicester,2021,3-5-2,657,78,11,120,14,25.1,526.55,55,1,51.8,81.8,6.69,Inglaterra
Leicester,2021,4-4-2,283,24,4,57,4,25.1,526.55,55,1,51.8,81.8,6.69,Inglaterra
Leicester,2021,3-4-3,103,5,0,16,3,25.1,526.55,55,1,51.8,81.8,6.69,Inglaterra
Leicester,2021,5-4-1,85,7,4,16,2,25.1,526.55,55,1,51.8,81.8,6.69,Inglaterra
Leicester,2021,4-3-1-2,69,6,1,13,0,25.1,526.55,55,1,51.8,81.8,6.69,Inglaterra
Leicester,2021,4-5-1,66,10,0,14,5,25.1,526.55,55,1,51.8,81.8,6.69,Inglaterra
Lens,2021,3-5-2,1994,285,32,233,25,24.8,154.05,71,7,50.9,84.2,6.67,Francia
Lens,2021,3-4-3,1339,204,27,155,18,24.8,154.05,71,7,50.9,84.2,6.67,Francia
Lens,2021,5-3-2,92,8,1,9,2,24.8,154.05,71,7,50.9,84.2,6.67,Francia
Lens,2021,4-4-2,75,10,1,9,2,24.8,154.05,71,7,50.9,84.2,6.67,Francia
Lens,2021,4-3-3,29,3,0,4,0,24.8,154.05,71,7,50.9,84.2,6.67,Francia
Lens,2021,5-4-1,16,1,1,1,0,24.8,154.05,71,7,50.9,84.2,6.67,Francia
Lens,2021,4-2-3-1,13,3,0,3,1,24.8,154.05,71,7,50.9,84.2,6.67,Francia
Levante,2021,5-3-2,990,136,16,140,16,26.3,77.90,105,6,46.6,78.3,6.46,España
Levante,2021,4-4-2,909,111,13,114,20,26.3,77.90,105,6,46.6,78.3,6.46,España
Levante,2021,4-3-3,776,83,9,131,17,26.3,77.90,105,6,46.6,78.3,6.46,España
Levante,2021,3-4-3,340,36,3,52,10,26.3,77.90,105,6,46.6,78.3,6.46,España
Levante,2021,3-5-2,232,22,1,22,4,26.3,77.90,105,6,46.6,78.3,6.46,España
Levante,2021,4-5-1,179,26,1,30,6,26.3,77.90,105,6,46.6,78.3,6.46,España
Levante,2021,4-2-3-1,97,17,5,14,3,26.3,77.90,105,6,46.6,78.3,6.46,España
Levante,2021,5-4-1,97,11,3,8,0,26.3,77.90,105,6,46.6,78.3,6.46,España
Lille,2021,4-4-2,2749,346,42,353,41,24.0,306.88,93,6,50.7,81.5,6.62,Francia
Lille,2021,4-2-3-1,492,67,2,55,1,24.0,306.88,93,6,50.7,81.5,6.62,Francia
Lille,2021,4-5-1,219,42,2,23,4,24.0,306.88,93,6,50.7,81.5,6.62,Francia
Lille,2021,4-3-3,87,2,0,11,1,24.0,306.88,93,6,50.7,81.5,6.62,Francia
Lille,2021,3-5-2,17,8,2,3,0,24.0,306.88,93,6,50.7,81.5,6.62,Francia
Lille,2021,4-3-1-2,16,1,0,2,1,24.0,306.88,93,6,50.7,81.5,6.62,Francia
Lille,2021,5-4-1,2,0,0,1,0,24.0,306.88,93,6,50.7,81.5,6.62,Francia
Liverpool,2021,4-3-3,3397,695,89,290,24,24.0,918.90,50,1,63.1,84.9,7.05,Inglaterra
Liverpool,2021,4-2-3-1,86,27,3,2,0,24.0,918.90,50,1,63.1,84.9,7.05,Inglaterra
Liverpool,2021,4-4-2,53,6,1,3,1,24.0,918.90,50,1,63.1,84.9,7.05,Inglaterra
Liverpool,2021,4-5-1,32,1,1,2,1,24.0,918.90,50,1,63.1,84.9,7.05,Inglaterra
Lorient,2021,4-3-3,1272,177,16,160,19,25.4,61.30,63,4,44.1,79.8,6.51,Francia
Lorient,2021,5-3-2,1057,115,12,161,13,25.4,61.30,63,4,44.1,79.8,6.51,Francia
Lorient,2021,3-5-2,506,50,1,53,12,25.4,61.30,63,4,44.1,79.8,6.51,Francia
Lorient,2021,4-4-2,395,76,5,47,11,25.4,61.30,63,4,44.1,79.8,6.51,Francia
Lorient,2021,5-4-1,142,9,1,21,5,25.4,61.30,63,4,44.1,79.8,6.51,Francia
Lorient,2021,4-5-1,66,6,0,15,2,25.4,61.30,63,4,44.1,79.8,6.51,Francia
Lorient,2021,4-2-3-1,45,5,0,3,0,25.4,61.30,63,4,44.1,79.8,6.51,Francia
Lorient,2021,4-3-1-2,34,4,0,5,0,25.4,61.30,63,4,44.1,79.8,6.51,Francia
Lorient,2021,3-4-3,23,4,0,2,1,25.4,61.30,63,4,44.1,79.8,6.51,Francia
Lyon,2021,4-2-3-1,2100,315,38,267,29,24.3,397.70,61,6,58.7,86.0,6.78,Francia
Lyon,2021,4-3-3,743,126,19,116,13,24.3,397.70,61,6,58.7,86.0,6.78,Francia
Lyon,2021,3-4-3,550,87,6,64,7,24.3,397.70,61,6,58.7,86.0,6.78,Francia
Lyon,2021,3-5-2,121,16,1,15,1,24.3,397.70,61,6,58.7,86.0,6.78,Francia
Lyon,2021,4-4-2,45,9,2,4,0,24.3,397.70,61,6,58.7,86.0,6.78,Francia
Lyon,2021,4-5-1,2,0,0,1,1,24.3,397.70,61,6,58.7,86.0,6.78,Francia
Mainz 05,2021,3-5-2,2157,319,36,262,27,24.9,131.03,58,4,46.0,74.1,6.64,Alemania
Mainz 05,2021,3-4-3,788,126,12,100,14,24.9,131.03,58,4,46.0,74.1,6.64,Alemania
Mainz 05,2021,5-3-2,134,15,0,9,0,24.9,131.03,58,4,46.0,74.1,6.64,Alemania
Mainz 05,2021,4-4-2,45,7,2,3,1,24.9,131.03,58,4,46.0,74.1,6.64,Alemania
Mainz 05,2021,4-5-1,24,0,0,9,3,24.9,131.03,58,4,46.0,74.1,6.64,Alemania
Mainz 05,2021,4-3-1-2,14,2,0,0,0,24.9,131.03,58,4,46.0,74.1,6.64,Alemania
Mainz 05,2021,5-4-1,9,1,0,1,0,24.9,131.03,58,4,46.0,74.1,6.64,Alemania
Mallorca,2021,4-2-3-1,1755,234,17,232,30,25.7,74.15,105,7,44.6,76.0,6.48,España
Mallorca,2021,4-4-2,834,107,7,99,12,25.7,74.15,105,7,44.6,76.0,6.48,España
Mallorca,2021,5-3-2,475,52,6,70,6,25.7,74.15,105,7,44.6,76.0,6.48,España
Mallorca,2021,4-3-3,344,40,3,40,11,25.7,74.15,105,7,44.6,76.0,6.48,España
Mallorca,2021,3-5-2,92,6,1,17,2,25.7,74.15,105,7,44.6,76.0,6.48,España
Mallorca,2021,4-5-1,87,4,2,11,1,25.7,74.15,105,7,44.6,76.0,6.48,España
Mallorca,2021,5-4-1,49,4,0,4,1,25.7,74.15,105,7,44.6,76.0,6.48,España
Manchester City,2021,4-3-3,3137,630,78,209,24,24.3,1.00,42,1,68.2,89.7,7.11,Inglaterra
Manchester City,2021,4-2-3-1,437,87,21,28,2,24.3,1.00,42,1,68.2,89.7,7.11,Inglaterra
Manchester United,2021,4-2-3-1,2536,386,43,352,40,25.5,769.15,75,2,52.1,82.8,6.71,Inglaterra
Manchester United,2021,4-4-2,445,60,6,57,3,25.5,769.15,75,2,52.1,82.8,6.71,Inglaterra
Manchester United,2021,4-3-3,171,25,3,27,6,25.5,769.15,75,2,52.1,82.8,6.71,Inglaterra
Manchester United,2021,3-5-2,164,18,2,24,2,25.5,769.15,75,2,52.1,82.8,6.71,Inglaterra
Manchester United,2021,4-3-1-2,138,11,1,30,3,25.5,769.15,75,2,52.1,82.8,6.71,Inglaterra
Manchester United,2021,3-4-3,68,3,1,15,3,25.5,769.15,75,2,52.1,82.8,6.71,Inglaterra
Manchester United,2021,5-3-2,41,4,1,6,0,25.5,769.15,75,2,52.1,82.8,6.71,Inglaterra
Manchester United,2021,5-4-1,14,2,0,3,0,25.5,769.15,75,2,52.1,82.8,6.71,Inglaterra
Marseille,2021,3-4-3,1553,233,29,149,17,23.5,284.70,61,3,62.0,88.2,6.71,Francia
Marseille,2021,4-3-3,1536,185,25,145,16,23.5,284.70,61,3,62.0,88.2,6.71,Francia
Marseille,2021,4-2-3-1,281,44,4,20,3,23.5,284.70,61,3,62.0,88.2,6.71,Francia
Marseille,2021,4-3-1-2,93,18,5,4,2,23.5,284.70,61,3,62.0,88.2,6.71,Francia
Marseille,2021,4-5-1,90,13,0,11,0,23.5,284.70,61,3,62.0,88.2,6.71,Francia
Marseille,2021,4-4-2,17,4,0,1,0,23.5,284.70,61,3,62.0,88.2,6.71,Francia
Marseille,2021,5-4-1,14,2,0,1,0,23.5,284.70,61,3,62.0,88.2,6.71,Francia
Metz,2021,3-5-2,1163,160,13,162,20,25.0,91.05,90,9,42.7,78.7,6.52,Francia
Metz,2021,3-4-3,882,97,7,148,23,25.0,91.05,90,9,42.7,78.7,6.52,Francia
Metz,2021,5-4-1,435,34,1,64,6,25.0,91.05,90,9,42.7,78.7,6.52,Francia
Metz,2021,4-5-1,337,18,5,62,6,25.0,91.05,90,9,42.7,78.7,6.52,Francia
Metz,2021,5-3-2,321,34,2,56,6,25.0,91.05,90,9,42.7,78.7,6.52,Francia
Metz,2021,4-3-3,307,23,5,49,6,25.0,91.05,90,9,42.7,78.7,6.52,Francia
Metz,2021,4-4-2,76,2,1,13,1,25.0,91.05,90,9,42.7,78.7,6.52,Francia
Metz,2021,4-3-1-2,47,2,1,8,1,25.0,91.05,90,9,42.7,78.7,6.52,Francia
Monaco,2021,4-2-3-1,1524,210,35,189,16,23.3,396.00,78,4,53.9,81.2,6.71,Francia
Monaco,2021,4-4-2,980,115,15,116,11,23.3,396.00,78,4,53.9,81.2,6.71,Francia
Monaco,2021,4-3-3,526,81,8,69,5,23.3,396.00,78,4,53.9,81.2,6.71,Francia
Monaco,2021,3-4-3,404,40,6,39,6,23.3,396.00,78,4,53.9,81.2,6.71,Francia
Monaco,2021,4-5-1,96,9,0,4,2,23.3,396.00,78,4,53.9,81.2,6.71,Francia
Monaco,2021,5-4-1,13,1,1,1,0,23.3,396.00,78,4,53.9,81.2,6.71,Francia
Montpellier,2021,4-2-3-1,2503,324,41,396,40,24.8,144.60,69,9,47.9,80.4,6.56,Francia
Montpellier,2021,4-4-2,482,46,5,102,10,24.8,144.60,69,9,47.9,80.4,6.56,Francia
Montpellier,2021,3-5-2,184,27,2,29,4,24.8,144.60,69,9,47.9,80.4,6.56,Francia
Montpellier,2021,4-5-1,112,10,1,23,0,24.8,144.60,69,9,47.9,80.4,6.56,Francia
Montpellier,2021,3-4-3,93,6,0,16,2,24.8,144.60,69,9,47.9,80.4,6.56,Francia
Montpellier,2021,4-3-3,92,15,0,11,1,24.8,144.60,69,9,47.9,80.4,6.56,Francia
Montpellier,2021,5-4-1,54,4,0,11,3,24.8,144.60,69,9,47.9,80.4,6.56,Francia
Montpellier,2021,5-3-2,47,3,0,13,1,24.8,144.60,69,9,47.9,80.4,6.56,Francia
Nantes,2021,4-2-3-1,994,153,16,140,17,25.6,112.65,76,4,43.2,78.6,6.65,Francia
Nantes,2021,4-3-3,471,36,6,55,4,25.6,112.65,76,4,43.2,78.6,6.65,Francia
Nantes,2021,5-3-2,468,52,7,67,4,25.6,112.65,76,4,43.2,78.6,6.65,Francia
Nantes,2021,3-4-3,409,45,8,65,8,25.6,112.65,76,4,43.2,78.6,6.65,Francia
Nantes,2021,3-5-2,325,39,5,54,6,25.6,112.65,76,4,43.2,78.6,6.65,Francia
Nantes,2021,4-4-2,311,27,0,38,3,25.6,112.65,76,4,43.2,78.6,6.65,Francia
Nantes,2021,4-5-1,256,31,6,28,2,25.6,112.65,76,4,43.2,78.6,6.65,Francia
Nantes,2021,5-4-1,232,29,5,22,4,25.6,112.65,76,4,43.2,78.6,6.65,Francia
Nantes,2021,4-3-1-2,92,16,2,6,0,25.6,112.65,76,4,43.2,78.6,6.65,Francia
Napoli,2021,4-2-3-1,2294,375,43,286,17,25.3,477.23,63,2,58.8,86.9,6.78,Italia
Napoli,2021,4-3-3,1024,173,26,93,10,25.3,477.23,63,2,58.8,86.9,6.78,Italia
Napoli,2021,3-4-3,164,20,2,29,4,25.3,477.23,63,2,58.8,86.9,6.78,Italia
Napoli,2021,4-5-1,71,7,2,7,0,25.3,477.23,63,2,58.8,86.9,6.78,Italia
Napoli,2021,4-4-2,23,4,1,2,0,25.3,477.23,63,2,58.8,86.9,6.78,Italia
Napoli,2021,5-3-2,9,0,0,1,0,25.3,477.23,63,2,58.8,86.9,6.78,Italia
Napoli,2021,5-4-1,3,0,0,2,0,25.3,477.23,63,2,58.8,86.9,6.78,Italia
Newcastle United,2021,4-3-3,1965,270,29,263,24,27.4,313.90,79,2,39.3,74.6,6.61,Inglaterra
Newcastle United,2021,5-3-2,465,48,4,83,14,27.4,313.90,79,2,39.3,74.6,6.61,Inglaterra
Newcastle United,2021,4-4-2,297,46,1,40,6,27.4,313.90,79,2,39.3,74.6,6.61,Inglaterra
Newcastle United,2021,4-5-1,297,22,2,55,8,27.4,313.90,79,2,39.3,74.6,6.61,Inglaterra
Newcastle United,2021,5-4-1,239,18,1,33,3,27.4,313.90,79,2,39.3,74.6,6.61,Inglaterra
Newcastle United,2021,3-4-3,150,29,3,21,4,27.4,313.90,79,2,39.3,74.6,6.61,Inglaterra
Newcastle United,2021,3-5-2,97,10,2,22,2,27.4,313.90,79,2,39.3,74.6,6.61,Inglaterra
Newcastle United,2021,4-2-3-1,84,8,2,12,1,27.4,313.90,79,2,39.3,74.6,6.61,Inglaterra
Nice,2021,4-4-2,3453,446,52,413,36,23.8,266.05,77,6,51.3,83.6,6.71,Francia
Nice,2021,5-4-1,67,2,0,13,0,23.8,266.05,77,6,51.3,83.6,6.71,Francia
Nice,2021,4-3-3,43,1,0,8,0,23.8,266.05,77,6,51.3,83.6,6.71,Francia
Nice,2021,3-4-3,4,1,0,0,0,23.8,266.05,77,6,51.3,83.6,6.71,Francia
Norwich,2021,4-3-3,1409,148,7,253,32,24.2,163.20,55,1,42.3,77.5,6.42,Inglaterra
Norwich,2021,4-2-3-1,783,88,6,133,19,24.2,163.20,55,1,42.3,77.5,6.42,Inglaterra
Norwich,2021,5-3-2,404,47,0,60,7,24.2,163.20,55,1,42.3,77.5,6.42,Inglaterra
Norwich,2021,4-5-1,327,32,3,59,10,24.2,163.20,55,1,42.3,77.5,6.42,Inglaterra
Norwich,2021,4-4-2,201,15,4,35,1,24.2,163.20,55,1,42.3,77.5,6.42,Inglaterra
Norwich,2021,3-5-2,165,15,1,32,7,24.2,163.20,55,1,42.3,77.5,6.42,Inglaterra
Norwich,2021,3-4-3,117,13,1,22,3,24.2,163.20,55,1,42.3,77.5,6.42,Inglaterra
Norwich,2021,5-4-1,90,9,0,19,5,24.2,163.20,55,1,42.3,77.5,6.42,Inglaterra
Norwich,2021,4-3-1-2,83,8,1,20,0,24.2,163.20,55,1,42.3,77.5,6.42,Inglaterra
Osasuna,2021,4-3-3,1676,217,19,188,25,26.9,108.45,83,2,46.1,74.4,6.55,España
Osasuna,2021,4-4-2,873,117,12,99,10,26.9,108.45,83,2,46.1,74.4,6.55,España
Osasuna,2021,5-3-2,513,42,3,79,4,26.9,108.45,83,2,46.1,74.4,6.55,España
Osasuna,2021,4-5-1,225,25,1,44,7,26.9,108.45,83,2,46.1,74.4,6.55,España
Osasuna,2021,4-2-3-1,208,17,1,18,2,26.9,108.45,83,2,46.1,74.4,6.55,España
Osasuna,2021,3-5-2,94,15,1,17,3,26.9,108.45,83,2,46.1,74.4,6.55,España
Osasuna,2021,5-4-1,5,0,0,1,0,26.9,108.45,83,2,46.1,74.4,6.55,España
Paris Saint Germain,2021,4-3-3,1924,294,51,222,15,25.7,875.15,78,4,63.3,90.6,6.9,Francia
Paris Saint Germain,2021,4-2-3-1,637,108,13,64,6,25.7,875.15,78,4,63.3,90.6,6.9,Francia
Paris Saint Germain,2021,4-4-2,312,45,7,55,5,25.7,875.15,78,4,63.3,90.6,6.9,Francia
Paris Saint Germain,2021,3-4-3,271,46,6,34,5,25.7,875.15,78,4,63.3,90.6,6.9,Francia
Paris Saint Germain,2021,4-3-1-2,205,35,6,23,3,25.7,875.15,78,4,63.3,90.6,6.9,Francia
Paris Saint Germain,2021,3-5-2,156,25,3,11,2,25.7,875.15,78,4,63.3,90.6,6.9,Francia
Paris Saint Germain,2021,5-4-1,29,7,3,2,0,25.7,875.15,78,4,63.3,90.6,6.9,Francia
Paris Saint Germain,2021,4-5-1,16,5,1,1,0,25.7,875.15,78,4,63.3,90.6,6.9,Francia
RasenBallsport Leipzig,2021,3-5-2,1263,164,35,113,12,23.9,498.95,49,0,56.5,83.1,6.77,Alemania
RasenBallsport Leipzig,2021,3-4-3,1219,166,29,144,14,23.9,498.95,49,0,56.5,83.1,6.77,Alemania
RasenBallsport Leipzig,2021,4-2-3-1,465,81,6,60,7,23.9,498.95,49,0,56.5,83.1,6.77,Alemania
RasenBallsport Leipzig,2021,4-3-1-2,94,13,1,11,3,23.9,498.95,49,0,56.5,83.1,6.77,Alemania
RasenBallsport Leipzig,2021,4-3-3,79,11,1,12,1,23.9,498.95,49,0,56.5,83.1,6.77,Alemania
RasenBallsport Leipzig,2021,4-4-2,39,2,0,13,0,23.9,498.95,49,0,56.5,83.1,6.77,Alemania
